"a"	"b"	"c"	"d"	"e"	"f"	"g"	"h"	"Y"
8	-1.93510029050412	4.70896717722215	1.91091641407272	0.249275776091963	5	1	15	1
2	-0.76144881421734	-0.204402720115942	-2.36022151988549	0.743044209200889	4	2	14	0
5	-0.85577820418935	-0.0784359992768109	-1.41328661615613	0.530395627720281	2	1	17	1
9	-0.276054219367387	0.221976494516657	1.07647730823996	0.136336868163198	2	0	7	1
7	-0.936200424745822	3.27459884124682	-2.35229295842399	0.240281187230721	2	3	12	1
4	-0.167418068648702	-1.83255541215814	-0.999333818781519	0.118263706564903	4	1	10	1
1	-0.0809104133508526	-1.73437989244774	0.0281568965931832	0.107445560628548	4	2	13	1
2	1.61250224076318	-0.794955459092205	1.28751856967675	0.650778005365282	3	1	9	1
7	-0.204335201190658	-3.44809486045211	2.03961933306262	0.737594805657864	4	1	2	0
2	1.91634973785414	3.13124928588946	2.46407453546905	0.447200106224045	2	3	17	0
8	0.0827379485958507	2.14698759738267	-3.46486898085629	0.146714576752856	10	1	7	1
6	0.0850122417266892	1.21118319628299	-1.38512356793661	0.840522600570694	7	1	15	0
6	0.459521454661177	-2.29495179047584	-0.290600570082487	0.996882972540334	3	1	11	0
7	0.0984347678692107	1.38314127619821	0.142401173192876	0.0194547653663903	6	2	26	1
2	-0.917485110531603	0.165039827135501	2.34508003524874	0.536874602548778	4	2	12	0
5	0.413721805978585	1.76119297111148	-1.84502438001447	0.796386631438509	8	0	7	0
9	1.05437535386762	1.07567124805245	5.58245600680527	0.524023161735386	6	1	8	0
4	0.523020289232299	0.427482511726235	1.12025580139598	0.246600081212819	6	1	5	1
4	0.0732804207632757	1.38993798422003	3.87475201046771	0.473471881588921	6	1	6	0
5	-0.799869427409152	2.29044923987994	0.268285291995843	0.292176352348179	2	2	12	1
9	0.996598472223582	-0.442806778889504	-2.06223891771353	0.967382594244555	6	1	13	0
3	0.409109106920342	2.15981917350237	0.0864259429593814	0.699094995390624	5	1	7	0
10	-0.369069715547791	1.34955732746209	0.0719060912022616	0.746631521033123	4	2	18	0
9	-0.612995331082767	1.17232980446333	1.59073912005153	0.0136319375596941	3	2	11	1
6	-0.223977303613398	-1.08814341238397	-0.60377924614109	0.400910674128681	4	3	17	1
1	0.747261503023605	2.74018066097745	0.153615746356607	0.453866933006793	5	0	15	1
6	-0.426650934059323	-0.501794067995393	1.30820048615017	0.121768854558468	7	3	14	0
6	0.849456311929488	4.03886616818941	0.810964405734068	0.25720127648674	4	2	12	1
10	-1.23914999352231	-2.97473554182627	3.10981657813062	0.149465684080496	3	1	20	1
3	0.879122353971491	1.85216542658014	1.41209201943729	0.41697818483226	5	3	6	0
3	-0.0816815572014355	1.66627530752093	-0.403720314474725	0.216229922138155	3	2	7	1
5	1.36600921814605	0.810548783361578	2.23634419680829	0.522691287100315	6	1	17	1
8	0.442158534648399	-0.392297992623488	0.325141399446018	0.88780712056905	9	0	8	0
6	0.632689547091955	0.389052627948472	1.00803404111816	0.516633888939396	4	2	16	1
7	-1.5760649538176	-0.514288722030483	-0.667984457634062	0.425053626298904	3	2	15	1
6	-0.209161459549629	-0.282511809545506	-3.73228924582617	0.295241357758641	4	2	7	1
4	-0.059861756066313	-1.98647148335999	4.94080223272868	0.22446543793194	9	2	6	1
2	-1.65788909971917	3.99344213540142	-1.55794060067535	0.0531775548588485	4	2	8	1
1	-1.371239475917	0.551023294993687	0.225891659540955	0.785837001632899	5	0	10	0
8	0.0855610547091277	1.75947259922064	5.12690943749059	0.958155288593844	3	0	9	0
9	-1.24994939294997	5.31775782533107	3.56249253705964	0.910716447047889	6	3	9	0
9	-0.654620528137396	1.22522128732085	3.00337839244551	0.291908256476745	6	2	19	1
8	0.7212547821358	2.69412077124225	1.56927353434185	0.243674486642703	7	0	9	1
3	0.781600058515817	4.45688636837994	1.25476273744513	0.307766717160121	7	1	12	1
5	-0.397489258531635	-0.349918517121287	-5.05871706091364	0.328184247948229	4	0	6	1
6	-0.0422243164426844	0.318116490448453	-1.21480483215552	0.614613716024905	5	1	13	0
7	0.901642854968626	1.2265228609373	1.52584951561316	0.635059637948871	4	0	11	1
4	-0.811672760692722	2.85714864476406	2.96988870955859	0.108076146570966	8	0	22	1
2	-0.394121757712143	1.28261994472268	-1.31867697516194	0.498067357111722	9	1	13	0
8	1.23201554838702	5.44638013452886	-1.27508486786406	0.0475689661689103	4	0	12	1
7	0.0932166762773001	-1.40305448974847	2.05579628095564	0.657763320486993	5	0	26	0
8	-1.40051084972192	1.52480649205629	2.76641335525765	0.95459345006384	4	1	16	0
4	-0.317415442679097	3.18058663615307	2.92427027596813	0.956753863487393	7	2	4	0
6	-1.51026741290331	2.68922477574466	-1.11568655053861	0.910362766124308	7	2	13	0
6	-0.724131693365474	1.08628179570537	0.62919123600204	0.475923888152465	3	4	13	0
9	-1.27431294634475	-0.170020654256914	2.09097150606224	0.369225810514763	4	3	5	1
5	-0.965759445213083	-0.754911931056375	0.330873213235087	0.389469384681433	3	2	12	1
5	-0.849469475810346	0.431851800199762	-2.44971295766649	0.940777510171756	3	2	12	0
2	-0.478084799256305	-1.23366327365041	-1.00683398113863	0.686308812350035	4	2	17	0
8	1.69426580396853	2.11994054431978	-1.60896864959755	0.416964252712205	1	1	17	0
7	0.0885924845964127	0.759638692921284	4.33382794923603	0.480322363786399	6	4	8	1
1	-1.7750236877247	-2.53543241362917	1.00525480266639	0.747085621813312	8	0	20	0
4	-1.97561716693619	3.32988898822032	-1.49353849758718	0.734921068651602	5	2	12	0
2	-0.891025089573815	5.09005816706378	2.06276250465227	0.471181146800518	3	2	5	1
9	1.52089840852589	2.76955087416708	-3.90077892019461	0.411389876157045	2	2	10	1
8	1.66928362823584	2.44159135374547	-0.791243450470436	0.402079069754109	2	1	7	1
10	-0.948549636139579	3.73998205020552	-1.03397757794861	0.671306153992191	5	1	18	0
3	0.812602631123141	3.25722727997571	0.0694312486553106	0.690746092004701	5	2	14	0
5	1.23051174833148	4.07147995672425	-1.67325333860075	0.0589392378460616	7	1	14	1
9	-1.15223984566089	3.26804460249024	0.652828185326425	0.460201045032591	4	4	9	1
4	-1.81912894666728	4.46025878086622	-3.34551668185893	0.505546579835936	5	1	20	1
4	-0.997300780890451	-1.7164446168355	-1.08286495872861	0.157169546466321	3	0	4	1
4	-0.72274628911312	0.635467881029832	0.399067766348572	0.302851784741506	5	2	11	1
4	-0.496393278419523	0.587154213312976	-0.962351421640897	0.200214765034616	6	0	22	1
8	1.89672758119428	1.6137103589957	2.27971209585489	0.116916601313278	9	3	17	1
1	0.00170473797533004	1.547626794969	2.05696922781387	0.851313736988232	5	2	9	0
4	0.152447006701587	2.42873271856612	2.61389521117243	0.339777960674837	2	2	12	0
2	-0.110288107481486	0.297833595391467	-1.17661860530868	0.0617803973145783	7	3	8	1
7	-0.822532617050902	1.87534276545265	1.95005715901792	0.645051692146808	9	2	3	0
1	-0.991043147047666	2.93362335318125	-0.631661650199252	0.763687838800251	5	2	11	0
2	1.49825047724148	0.94447379519547	-2.21351813907979	0.536787219811231	6	2	21	0
4	-0.301730053270258	-0.755830752071099	-2.31832512682993	0.502446452621371	3	2	7	0
7	0.377920733108173	3.88125637948518	0.518975659715289	0.755996992113069	4	1	0	0
8	-1.22334357791836	1.55241493356557	-0.100455544544893	0.886022432241589	3	1	3	0
5	0.842865417108421	4.66960659164971	-1.5601356627776	0.826621748507023	2	1	8	0
7	-0.520054370374639	0.147371011729326	0.875250756739481	0.500882809050381	4	1	25	0
2	0.230745766740978	-1.98081434149511	-3.96252254951112	0.796296121552587	7	3	13	0
3	-0.133199691453753	0.00294802749971512	-0.338169842332095	0.192874448606744	7	2	9	1
3	-2.05878663926963	0.276521815556942	1.8622237012305	0.372783856466413	7	3	21	1
7	1.29740894120121	0.363958303057675	-0.532256397021198	0.407197572756559	7	0	29	1
8	1.0294966356091	-0.0239430719278781	-1.1815135973987	0.0920632579363883	6	1	5	1
10	-0.821583823882274	0.20028498817503	-3.2209245884073	0.00200978410430253	7	3	8	1
2	0.155313775450545	4.06588181852269	-1.09188453101684	0.389610261190683	5	1	9	0
6	-1.05082833362905	4.94703956442533	-0.287086642480952	0.158548658946529	6	0	5	1
2	0.835385093408276	-2.20421924460195	-3.66804506314366	0.878930173115805	6	1	5	0
8	0.671516523372523	0.619510296977857	4.05659838765904	0.59047899232246	6	2	16	0
8	-2.28706078059331	1.11748744160227	-1.90300262634774	0.451656870311126	8	0	10	1
2	-1.51888545732957	0.385921222581971	-2.05026574033279	0.532704933546484	4	3	5	0
4	-0.854837107185012	0.359575913095076	0.591152251917381	0.0507847666740417	6	1	4	1
2	0.0801321109154066	-3.13514735430411	-4.49714025359199	0.75341091142036	3	1	20	0
1	-1.1835416140222	0.523633394329925	-0.507755052905955	0.688422289676964	4	1	3	1
9	0.663154681588583	4.69580003711567	1.59217191075608	0.127934736898169	6	1	11	1
9	-0.122711173647371	4.50828699611275	0.281191351130556	0.610958968522027	2	3	8	0
3	0.0436426467652791	1.45802839272856	-1.2092943542503	0.64969183690846	5	0	14	0
4	-0.91094768165186	1.01012813287869	-2.26115328019354	0.344356087967753	4	1	12	1
7	0.599916787343406	-0.576880175531262	0.112657690108836	0.688903174828738	4	1	17	0
2	0.175063639136462	0.998868357324246	0.272793956609956	0.568816357292235	5	0	17	1
1	0.011538211887321	2.65785902167535	2.41197698997178	0.27670614188537	7	1	13	1
10	-0.132290244404098	0.724838069350405	2.14060208477254	0.914560941513628	4	2	17	0
3	-0.653136728216544	4.23231982697605	1.87338967152282	0.0460396308917552	9	1	12	1
1	-1.22221919630729	-1.2856296773615	2.275809530219	0.903061678633094	9	3	11	0
6	-0.967354439998752	3.57312657583627	2.53684787991798	0.817486771615222	3	1	11	0
2	-2.19035744860933	1.66366397587575	0.0854124078619774	0.324088245863095	3	1	5	1
5	0.377651380382171	1.39034624877639	4.67567386412895	0.417568688979372	1	1	22	0
8	0.795204328529723	1.35237070865732	3.5423313582206	0.504254582105204	6	3	13	0
10	-1.12555108269024	4.31916352324069	2.21876236180662	0.552089367993176	8	3	10	0
1	0.681499525899561	3.81980092300662	-5.57569438436276	0.0729607986286283	4	5	6	1
3	-0.806079026652355	2.83238317849965	-1.05651482086582	0.319227846572176	5	1	21	1
9	-0.310792413950709	3.30067815099572	0.734504529470331	0.23338230419904	4	1	3	1
7	-0.454525850828596	3.45159313745588	-0.950484445008342	0.0976021201349795	5	1	3	1
5	-2.62443555590096	0.425879697979657	0.649741865140142	0.977691123727709	5	1	13	0
10	0.470468402023488	2.02011984799934	0.345863058701389	0.34225417394191	4	1	17	1
4	-0.119894485877334	0.385503430011753	0.251265479009575	0.932934631127864	6	3	16	0
8	0.319728903612742	2.33640842037519	-0.354553417332276	0.810108051402494	6	1	10	0
5	2.43601553464876	-0.479253017119247	-4.0835453629301	0.409335470525548	6	1	5	1
5	0.149004222886116	2.43430393112702	-0.336087750585404	0.797541223233566	7	4	13	0
1	2.04307515987192	1.04798299135797	1.05651478832535	0.244322630111128	11	2	8	1
9	0.434393064658374	3.41477740419332	-0.521000323351259	0.778411707608029	12	2	19	0
3	0.889222457876923	-0.834409262033172	-1.3510718436632	0.0858717050869018	7	1	18	1
5	-0.856820214267842	1.68062483169512	-0.99201692922672	0.211976324673742	6	1	16	1
2	0.53655708645003	-1.91536003350195	-0.30023973429391	0.983250530902296	3	2	4	0
7	-0.714190411696759	2.79925656067903	-2.2985010054825	0.0451547089032829	2	3	8	1
5	-0.642808560425985	0.0319574729648006	3.50283998645249	0.545630692271516	8	0	17	1
6	-0.458159642694063	-0.193237147894475	0.874821241845685	0.673777402611449	1	3	11	0
4	0.14799486479172	-2.7880104170999	1.44682711127839	0.276273139286786	9	0	14	1
10	-0.576368884921374	-1.31209402916253	0.618277835362377	0.492955951020122	8	2	15	0
5	-0.633065233087233	1.82223771619552	1.09004468085521	0.859498147852719	4	2	12	0
10	1.3389219320571	-1.58489802339094	0.0814372934307967	0.4847880192101	4	0	4	0
5	-0.298682701684226	2.48718432619369	0.419010129799865	0.135756306815892	8	2	8	1
7	-1.38809621729679	-1.2758572422829	0.850475588196108	0.317165140993893	3	0	9	1
2	-1.22149962359598	-0.787952068098775	-1.21351913118186	0.766253520734608	8	3	8	0
7	-1.17315508201684	-0.0841852943945041	0.329618567848756	0.0451774231623858	6	2	11	1
1	0.556035784084864	-0.412541739618669	-0.230263944173908	0.925189335132018	2	2	20	0
10	0.238471841729009	2.90677835892763	-2.26398763624174	0.682919482933357	3	3	12	0
8	-1.26769807498637	-0.908075272115808	-0.49755581416119	0.416767439106479	6	1	21	0
5	-0.387322744610592	2.37885722780505	4.29516439380519	0.135334371356294	3	1	20	1
10	-0.0677093723033785	3.76614184722375	0.321321803761718	0.926649178145453	1	2	8	0
10	0.905056060570561	0.647089587958679	1.1840354691086	0.231605061329901	5	1	9	1
7	1.88073465603748	0.667259602873923	-1.43373549786068	0.739417765988037	9	3	15	0
2	0.929562053868984	0.772959780299688	-0.53282082983373	0.00810357718728483	3	3	6	1
6	-0.83629674036296	0.612787175023729	0.965054747101086	0.248629881301895	5	0	24	1
9	-0.220572993028462	1.51629456280605	1.44272931336717	0.98946317541413	4	0	19	0
10	-2.10351476722394	-0.0766251467777612	-1.01558460115717	0.717121902387589	2	0	9	0
9	-1.66780754302265	-1.35812562253201	-0.129417495555963	0.651728288270533	3	1	4	1
7	-1.09796285797301	2.8012948451151	2.6042423403222	0.240556207252666	5	1	5	1
4	-1.66562120622148	0.96750090491268	-0.437273746158051	0.086792754707858	6	0	14	1
2	-0.0495006289225223	1.35726097969052	2.46422160282776	0.296676280442625	7	0	17	1
3	1.55930292624619	2.20381803914211	2.99004934754754	0.542068801820278	4	2	7	0
8	-0.404623940044833	1.52226875916453	-0.327927073596552	0.780648312997073	4	1	12	0
1	0.786026099708348	1.60813132035506	-2.76861023993433	0.271841532550752	5	2	13	1
8	0.739129162480566	-0.29002079987301	0.157916012977276	0.317172060022131	3	1	6	1
5	1.03710539102769	1.81848934389131	-1.12728538755713	0.947654680814594	3	1	3	0
2	-1.13370942312043	-1.07562289181093	-2.62109972281131	0.490255853859708	4	4	3	1
10	-1.20530981417015	1.47712316007819	2.10280624316978	0.972959124017507	8	2	12	0
1	1.66870572010876	3.43207537899214	1.47660192731545	0.845900436630473	3	1	10	0
9	1.53615793295155	-0.186688381373708	1.48007602601172	0.979670982109383	2	3	10	0
6	-0.0969333547053886	-1.60536481323202	-1.42354008969899	0.113989664707333	4	1	22	1
7	0.132773689240468	0.588701078033212	4.52094930710594	0.313981512794271	4	2	6	1
3	-0.526240658735812	-1.01799549873348	-1.71741289534275	0.944676731247455	5	1	17	0
2	-1.2642771579434	1.75096234239561	0.245265609284191	0.64154488639906	9	2	9	0
7	0.785251553030444	1.04641032531114	0.96623840504139	0.97942201863043	6	3	3	0
1	-1.4886792367079	3.32897076102742	0.107789361278095	0.97201200760901	7	1	8	0
6	-0.424456920528918	0.910269627232077	2.70811387076413	0.730551321757957	4	2	12	0
10	-1.36683310137174	1.90037361783599	-0.112783970998547	0.391842844663188	7	1	7	1
10	0.808757744214453	0.926329713040183	-1.05668141602808	0.663462371565402	12	0	15	1
4	-1.8581856738434	3.20973337049194	0.763851155385031	0.25723231676966	2	0	7	1
10	-1.04406669926016	0.245158152473545	-1.76457568732479	0.309798469068483	9	0	8	1
1	0.138130550499192	1.57094832433091	0.553780468136129	0.840456382371485	8	2	27	0
8	0.804944852158714	1.23408333386676	-1.65551092250548	0.68827313138172	4	1	14	0
5	-1.94088158585416	5.73752705572312	1.67915678946955	0.774932118365541	6	2	3	0
3	1.64976593794099	1.92795591063006	0.311590767166536	0.307840032270178	6	2	20	1
6	1.35600371797392	3.70827775028199	-1.90686517564086	0.641562938224524	6	1	16	0
1	0.82301711416857	-1.56520225355546	0.246761724737651	0.613391627557576	1	2	23	0
3	0.315566707940666	1.52792620501923	-2.42540572500879	0.226554587483406	7	1	22	1
3	-0.344825582131546	-0.716954148247663	2.020429968769	0.246159217087552	7	2	2	1
1	0.0394491414532058	1.65902731069982	-0.960616057333151	0.877758006798103	3	2	13	0
2	-0.532683356549297	2.24204897185912	-0.211409373514135	0.784769725752994	3	0	9	0
6	-0.156419387789228	0.778094355972397	2.2994266748561	0.0256611597724259	9	2	13	1
9	1.25464139115951	-1.5461199666669	1.98342837405955	0.755333107197657	5	2	11	0
9	-0.497094084032841	1.12315528292215	3.65367810257271	0.897715891711414	8	2	15	0
3	-0.687852291080294	0.885601800880056	-2.84610336025958	0.893065905896947	8	2	27	0
8	0.682967976631644	4.28220524044561	-0.873753996853087	0.119435762288049	5	0	10	1
7	-1.41895344504377	1.55835249959904	0.396099617174688	0.976272112689912	6	3	13	0
4	0.0103098722616921	2.48261942750481	1.01613959417801	0.910052168415859	9	0	16	0
8	0.827257565209406	-2.68583373963962	1.07426582671378	0.258996623102576	6	0	3	1
10	0.654021217631894	5.69920365487512	0.318083046786699	0.888964015757665	8	2	19	0
9	0.128270832463523	-0.991817561207558	-0.114704729931524	0.833025268977508	7	0	8	0
2	0.208837699149201	-0.900239095249624	0.58357671521835	0.439285231055692	4	1	8	0
9	0.231099783027885	4.02319948549839	5.04985819844054	0.076751409098506	4	1	18	1
5	0.28393016146629	1.10285283300262	-1.76764681883308	0.866153983864933	2	2	13	0
5	0.536221038961299	-1.02032654810461	-0.911322284720864	0.323661691509187	0	4	11	1
9	-0.648749998028791	5.05658312061989	-1.88928592222913	0.232093419646844	6	2	16	1
6	-2.46613252914705	0.0412242498031049	-0.73865235814374	0.82778966287151	7	3	9	0
4	-1.34273355725562	-4.21518780994952	2.98688177635895	0.991556603927165	8	1	5	0
4	0.0419919495854295	3.46622037064727	-3.9709929305751	0.230139006627724	4	0	12	1
6	-0.22550304081277	1.34955428930953	-2.14932395035854	0.0888144311029464	2	0	2	1
6	1.77165549459413	1.11126231109026	0.783206431269987	0.635193619178608	6	1	12	1
10	-1.16625951314571	-0.966498931622989	1.10451190231414	0.856550942640752	2	3	8	0
1	-0.621102820516855	1.41848470398621	0.240134652228882	0.183941821334884	4	1	8	1
5	-1.44433080767241	1.80982388851799	3.95080329686724	0.50547484937124	4	1	7	1
1	0.096356297302617	-0.762906617183487	-5.16753489985292	0.355560597730801	4	2	23	0
4	-0.45479505324029	2.71240720002877	-1.9508186321747	0.82449588412419	3	1	14	0
7	0.253411363750472	3.64149653441521	1.92154786136595	0.483728897292167	6	0	21	1
3	1.76683710445001	2.30917013549635	-0.441402083691526	0.231912927469239	6	0	10	1
6	-0.343855673823718	2.61003017268114	1.76235415149688	0.270163433160633	8	1	6	1
5	-0.0909797908253531	3.75735899323972	1.11565016316019	0.822993500856683	3	0	19	0
6	-0.00337225886643868	-1.04492777542552	2.30084611295749	0.0258362537715584	3	1	3	1
4	1.9938868798435	2.39489840438148	3.38614626627081	0.405925505328923	4	1	17	1
2	-0.670188756801624	0.411774862267474	-1.64964021861203	0.596034614136443	7	2	13	1
7	0.988888205854118	-2.41831470031832	-2.09061768234487	0.528739652596414	3	0	5	0
7	0.54323466924673	0.203505425270847	0.139997447134303	0.682570908451453	7	0	19	0
3	0.279190610999731	-1.69905171862196	-0.0050225109287549	0.507812907686457	6	0	13	1
10	0.329878827333413	0.46020488466615	0.124763494095884	0.554371795384213	9	1	7	1
2	1.69275193504163	-1.05261138677914	-3.40897669209769	0.841240104753524	5	0	23	0
10	1.68610463156724	-0.779542677798242	2.22649766910247	0.312510160263628	4	0	13	1
5	0.904667089598966	1.31479237588893	0.694733484040831	0.0359481202904135	6	1	10	1
3	-2.25263444457326	5.58383184529304	-2.84918471981586	0.815994060598314	7	1	9	0
8	0.363326280469627	1.14389750042557	0.294536316496936	0.778576789423823	3	2	6	0
2	0.376289276247439	3.7415827001135	1.24976165898767	0.859379491303116	5	2	8	0
6	0.42647988462095	2.55835642366916	-2.26108463839185	0.065719356527552	1	2	10	1
10	0.0105579309095089	-1.81466515979235	-0.332286910771027	0.00880611850880086	4	1	4	1
5	0.518964115110381	-0.905246524459935	-0.133740431240244	0.591680875513703	4	1	17	0
6	1.50512105252938	3.90487580938159	2.06235865358971	0.869615380419418	2	1	19	0
5	0.021250208215283	1.73435874576166	-1.15233514767987	0.446291885804385	8	1	16	0
3	0.438688534193778	1.84300941282539	1.95462050458334	0.0375750046223402	4	2	21	1
7	-1.08660230872284	5.33992590860256	2.11183000640267	0.410290583269671	5	4	10	0
1	0.026979181236251	-1.90629046531121	1.69991668018788	0.365216211182997	4	3	13	1
2	0.700408872444877	3.41485341657406	1.98054221163878	0.476584830554202	8	2	4	1
4	1.05124264177446	0.436443732273667	-1.49219747470931	0.133677755715325	7	1	17	1
4	-0.185166650659241	2.39674981131396	-2.92470023598507	0.47945625660941	2	3	8	0
2	-0.0210082999106961	3.56552990267838	-2.59014038442268	0.26431269175373	3	0	8	1
6	-2.12974136698762	4.00420017722437	1.31295657385579	0.489932941505685	3	0	6	1
1	1.27993301319733	1.62849954928714	-0.323282256925971	0.90606120461598	10	2	4	0
8	0.783139536538982	1.92853953718951	-0.67901945582336	0.500997344264761	7	2	9	0
8	-0.150502030265456	-1.46035907340963	-3.20630539214987	0.703506809892133	2	4	16	1
2	0.570616858405642	4.92185694735124	-0.917317167815232	0.0579100276809186	2	2	10	1
8	0.320651683372077	1.39609935896546	-0.0923861242294721	0.689310917630792	4	2	7	0
2	0.154794303810777	1.65557761821816	0.201807613107524	0.798795275855809	5	1	17	0
7	1.80935733024142	0.491536415346556	1.89824117779329	0.0188550325110555	1	2	23	1
3	-1.26953159579832	-3.25442215800436	2.84181538421626	0.0368145718239248	3	2	5	1
6	-0.817050241379984	2.12074154094515	0.769201772837402	0.577822232153267	4	2	25	0
2	0.430407947700323	2.88978328766042	3.34298694100415	0.790035859448835	2	2	7	0
2	0.0939760938530382	0.0192509176713468	-2.36543691956775	0.735261033289135	10	1	18	0
4	-0.652082159396661	2.36392430953529	1.12172631565154	0.268537719035521	5	1	8	1
7	1.00866837529319	0.349368180780423	1.03306370527366	0.805366424378008	12	3	6	0
9	0.716343323772062	3.14849792494081	-1.69178943001987	0.424932877765968	9	4	9	0
8	1.18853319220437	0.375157117905561	-3.28946223620193	0.165215192828327	3	3	8	1
2	-0.985914996659793	3.55090917652955	2.20738522528924	0.604047569446266	4	3	17	1
6	-1.92490828019329	3.40557784562587	-1.67829188768996	0.825760356150568	7	2	8	0
8	-0.00957496663298654	-1.09662296345025	-3.28993410940604	0.780950927408412	6	1	4	0
10	-0.34915752440365	4.62603175484152	4.6129406212679	0.0814768993295729	4	2	6	1
8	-1.98091998966286	0.0371912484928261	1.18755092652021	0.0707583683542907	5	0	7	1
3	-0.977898336398579	2.10790572609855	-5.07281395440975	0.958960017655045	5	1	16	0
8	-0.147554826605142	1.60629980386517	-0.813126854837691	0.0902927571441978	4	3	5	1
8	-2.03663747397661	4.23908870963274	-0.352802074621099	0.212251252261922	6	0	10	1
6	-2.0240272903601	4.36753390842531	0.185485231438305	0.439203592948616	6	1	9	1
1	0.901984333556094	0.249813604230785	0.294026900439461	0.777871488593519	6	1	12	0
2	-1.20039747631253	-2.13199021251009	1.29345860270977	0.851407959358767	4	2	17	0
10	-0.875498041425957	1.11610215857693	0.151299219622246	0.62472390383482	5	2	19	0
6	0.34437088861964	0.433023241863036	-1.21943457089181	0.388040910009295	3	0	22	1
3	-1.33795865883201	1.46204777512168	0.503788031258044	0.143754850840196	7	2	8	1
6	-0.811319129005401	-0.627962985696751	1.51360101655747	0.881672804243863	4	1	21	0
2	0.819372725845014	2.17598675616131	2.46393865552688	0.873741812538356	3	2	13	0
6	-0.766045581076228	1.95050423337533	0.411289242775102	0.338623692048714	4	3	11	1
2	0.812695820393392	4.36425252347604	-0.388572814458106	0.513312963536009	6	0	12	0
10	-2.6497000833443	2.88767855986027	-0.546475365331524	0.493935424368829	5	4	14	0
6	-1.40294373638335	1.61343505616219	0.894393730719184	0.793437806423753	5	1	7	0
4	0.810548514397112	-1.54570856940986	-0.889421400514969	0.918415119173005	7	2	7	0
2	0.582463444783429	1.69976397475011	-4.42023763096813	0.586360268760473	5	4	17	1
6	0.00207556555826613	2.14623663389088	1.29075998565676	0.823480394203216	6	3	7	0
3	-0.380848932016096	1.52038887188033	-2.83153546550094	0.807438910007477	7	3	23	0
6	-0.452878349068422	1.16744688777837	2.08378615009969	0.281572984298691	5	2	15	1
6	-0.0119138193506694	1.20754724896078	1.19492776937588	0.508648599265143	5	2	21	1
10	1.31316590612331	4.37979985070661	-0.597906704044534	0.295229440322146	4	1	8	1
5	-0.454276064859318	-2.29389466332543	2.12694870929097	0.867623769445345	5	2	15	0
1	1.32751535853129	1.12641685163847	-2.36325624689428	0.713367390912026	8	3	9	1
6	-1.95223792338673	2.29444986508987	1.05679360211914	0.362351306248456	7	1	8	1
3	0.113537920544149	-0.239243034213429	1.42118897943477	0.997030258877203	7	1	11	0
2	1.94635306891608	3.26626595876092	2.54475142498251	0.701003309339285	4	1	14	0
4	0.51760372886768	2.08716761081612	-2.05088219110767	0.237478893948719	7	4	4	1
3	-1.48941607962675	4.86660001758179	-1.42087117181568	0.647496965713799	4	2	13	0
9	1.38638960566364	2.19239247590882	0.636045979167381	0.343952272552997	4	4	6	0
4	-0.966560566965225	-0.711363603466095	2.67976340569674	0.800626118434593	4	1	18	0
6	0.153475500149737	1.0427716997528	-3.44703088998464	0.325027865124866	5	3	7	1
10	1.11509569840622	5.86848896507579	0.0171947279704056	0.267285833368078	3	0	10	1
1	-0.807695397022659	4.56869738711025	1.11993946965089	0.0697811234276742	9	0	8	1
4	-0.182546598228686	2.6070550018114	2.06530991076458	0.570517370710149	6	2	6	0
7	-1.31127259269095	4.82749839617482	0.995612781587294	0.00417084177024662	5	0	20	1
3	0.842738397783982	1.85027331411506	-0.865209821727225	0.28090165136382	2	0	18	1
7	0.152590528986924	-0.668445712595205	0.53060019998775	0.280087198596448	7	1	6	1
8	0.435144769634133	0.81588246521145	-0.0797732810873499	0.818229336291552	5	1	14	0
5	-0.791828761428834	3.84449505886441	4.07027862049091	0.117334311129525	7	1	16	1
8	-0.714903257611916	-0.886672090416473	1.14006724785092	0.262164573185146	4	0	22	1
4	-0.300192846755538	2.85368552205356	-1.06303692604883	0.43923281179741	4	1	15	1
6	-0.346152299189226	0.980233014900877	-0.530916290823379	0.958384463563561	5	3	6	0
1	-0.34685694958065	0.916087964623263	1.98167821190812	0.317625193158165	5	2	17	0
9	-0.536033443321692	0.702656495680939	1.79151699530183	0.785344613250345	7	1	13	1
6	0.410667038417774	1.55259837328227	-0.458737146949342	0.131529556587338	4	2	13	1
3	-0.439326321809393	-1.23496997772175	-4.4069147754879	0.494531480595469	8	3	6	1
1	-0.645977387203172	-1.14502378951823	0.436166837959106	0.525210568681359	3	0	28	0
10	-1.52783787595303	-1.97497785529088	1.48853924010384	0.886129127349705	5	1	9	0
8	1.22742804370412	-1.85371113248457	1.88485945647872	0.361683883937076	6	3	18	1
3	-2.064298452245	4.74081797805601	-1.45155103558926	0.466293301666155	6	3	15	0
8	-0.245046416307962	0.882175938873919	0.787054205090406	0.440077771432698	3	4	4	1
8	-0.357323909785328	3.59472670144411	0.326509504466836	0.713371852645651	6	0	12	0
4	0.377433663737626	0.393788840673002	1.69320094282299	0.051185917807743	2	2	5	1
3	-0.854224160965239	0.64797926658326	0.95562123036327	0.701317793456838	0	1	8	0
10	-0.397486891350495	-0.763878314511541	-1.32043891078245	0.663476302055642	7	1	26	0
10	1.20418661492941	1.22908367570194	0.0509129452392538	0.663866388145834	5	2	32	1
9	-0.6925581337161	2.25870153249388	-3.25299140179509	0.499903665157035	6	1	17	0
5	-1.86428426434517	-0.726628893346345	0.189329501187883	0.275332398945466	5	2	3	1
